업소명,소재지,위도,경도
굽네치킨구서점,부산광역시 금정구 두실로7번길 119,129.092519,35.23674014
네네치킨 부곡점,부산광역시 금정구 중앙대로1766번길 16-1,129.0879285,35.24673275
시키면돼지&두마리치킨,부산광역시 금정구 금강로633번길 6,129.1045322,35.2160615
네네치킨,부산광역시 금정구 서동로 93-1,129.0902527,35.248803
네네치킨남산점,부산광역시 금정구 중앙대로2007번길 39,129.0923795,35.21979546
네네치킨구서점,부산광역시 금정구 금강로 520,129.0907996,35.24697729
부산 부곡점 굽네치킨,부산광역시 금정구 중앙대로1706번길 3,129.0890785,35.25466352
국수나무,부산광역시 금정구 구서로 29,129.086344,35.23257734
호식이두마리치킨 서동점,부산광역시 금정구 서부로16번길 14,129.0905487,35.26677376
맘스터치,부산광역시 금정구 중앙대로1841번길 29,129.0921821,35.22554805
부곡2호점 굽네치킨,부산광역시 금정구 서동로 36,129.0857907,35.2330961
닭한마리,부산광역시 금정구 금정로233번길 65,129.0814452,35.22437363
참대나무 숯불바베큐치킨&비어,부산광역시 금정구 구서중앙로 19-1,129.0872345,35.25810536
아웃닭 부산대점,부산광역시 금정구 부산대학로50번길 28,129.0874131,35.23283814
부리나치킨,부산광역시 금정구 남산로 15,129.0892569,35.26797522
썬더치킨,부산광역시 금정구 동부곡로 4,129.0902279,35.22399729
836숯불바베큐치킨,부산광역시 금정구 금정로91번길 22,129.0889435,35.26837465
얼큰이 샤브샤브 칼국수,부산광역시 금정구 식물원로75번길 46,129.1062262,35.21463085
디디씨(DDC)치킨 (구서점),부산광역시 금정구 금강로565번길 8,129.101193,35.21361316
멕시카나치킨,부산광역시 금정구 부산대학로38번길 35,129.0936572,35.22823886
교촌치킨,부산광역시 금정구 금강로 678-1,129.0827669,35.22712003
아지트,부산광역시 금정구 부곡로 9,129.0937162,35.22690428
전포면옥,부산광역시 금정구 금강로 681,129.0878561,35.22899428
썬더치킨(서동점),부산광역시 금정구 서동로175번길 8,129.088391,35.24927047
디디치킨(서동점),부산광역시 금정구 서명로 19,129.0819081,35.23027353
불로피아 숯불바베큐치킨,부산광역시 금정구 동부곡로15번길 57,129.0893832,35.2445924
통큰닭강정,부산광역시 금정구 금강로 209,129.0940099,35.24139579
피자나라치킨공주,부산광역시 금정구 부곡로126번길 32,129.084875,35.26823098
신(辛) 짜글이 닭발,부산광역시 금정구 장전로12번길 27,129.0983054,35.21856998
쌀통닭 구서점,부산광역시 금정구 금강로 468,129.0914656,35.27203851
비비큐(BBQ)치킨,부산광역시 금정구 금강로 225,129.090806,35.22532612
비베레,부산광역시 금정구 수림로50번길 115,129.0927234,35.22577752
60계 부산부곡장전점,부산광역시 금정구 기찰로 117,129.0852379,35.23777922
별뚱별닭강정&치킨,부산광역시 금정구 금샘로 511,128.9310715,35.10881253
멕시카나치킨,부산광역시 금정구 동현로 142,128.8428585,35.10168874
춘하추동 칼국수 남산점,부산광역시 금정구 팔송로 9,128.8801527,35.08345802
쓰리락,부산광역시 금정구 가마실로 15-10,128.8776962,35.08344881
지유왕족발,부산광역시 금정구 동부곡로 7,128.9032521,35.08092618
오지계 통닭,부산광역시 금정구 금강로335번길 21,128.8801829,35.0832054
행복한꽈배기,부산광역시 강서구 명지새동네길1번길 8,128.9051172,35.08398608
닭판오분전,부산광역시 강서구 송정길 115,128.955236,35.17999747
닭굽는마을,부산광역시 강서구 신호산단5로 65,128.9039624,35.0816961
오꾸닭 신호점,부산광역시 강서구 신호산단5로 43,128.9032684,35.08140381
명지점 굽네치킨,부산광역시 강서구 명지오션시티4로 90,128.9315411,35.10959314
희야네,부산광역시 강서구 신호산단5로 68-4,128.9029267,35.08820305
치킨신드롬 명지점,부산광역시 강서구 명지오션시티11로 84,128.9570425,35.17956854
웰빙떡볶이,부산광역시 강서구 공항로811번길 45,128.8786031,35.11070112
해피치킨,부산광역시 강서구 명지오션시티4로 81,128.9097661,35.08588929
오븐에 꾸운 닭,부산광역시 강서구 명지오션시티4로 84,128.8796067,35.08469693
월드치킨,부산광역시 강서구 명지새동네길1번길 26,128.833077,35.15033386
네네치킨 명지점,부산광역시 강서구 명지오션시티9로 58,128.9238754,35.09617576
구이오감,부산광역시 강서구 공항로811번가길 7,128.8789685,35.08347564
굽는치킨,부산광역시 강서구 화전산단4로6번길 8,128.8389874,35.15089695
교촌치킨명지신도시점,부산광역시 강서구 명지오션시티8로30번길 26,128.8998465,35.08634202
오복통닭,부산광역시 강서구 신호산단4로64번길 12,128.9112027,35.08490495
장터수구레선지국밥,부산광역시 강서구 과학산단로334번길 16,128.8342313,35.1505152
노랑통닭,부산광역시 강서구 명지국제6로232번길 11,128.8777351,35.08707224
썬더치킨,부산광역시 강서구 신호산단5로 53-1,128.8352741,35.14946236
BHC지사점,부산광역시 강서구 과학산단2로20번길 69,129.0823065,35.18751736
비에이치씨(BHC) 명지오션시티점,부산광역시 강서구 명지오션시티11로 51,129.069673,35.18366364
자가치카,부산광역시 강서구 명지오션시티8로 39,129.0836875,35.18733373
호식이두마리치킨 강서지사점,부산광역시 강서구 과학산단로334번나길 27,129.0824252,35.19067115
맘스터치 신호점,부산광역시 강서구 신호산단2로 21,129.1084334,35.18311634
스마일비어(Smile Beer),부산광역시 강서구 과학산단로334번다길 48,129.0686661,35.18892764
썬,부산광역시 연제구 중앙대로1120번길 14-5,129.0921211,35.17430495
맥시칸통닭,부산광역시 연제구 해맞이로 105-1,129.0812708,35.19138455
봉추찜닭연산점,부산광역시 연제구 반송로 24,129.0938704,35.18604322
네네치킨,부산광역시 연제구 거제천로230번길 25,129.1064728,35.18830824
베테랑치킨호프,부산광역시 연제구 과정로132번길 20,129.0800494,35.18539223
처갓집양념통닭,부산광역시 연제구 아시아드대로46번길 7,129.0954998,35.1733009
통큰 두마리 찜닭 연산점,부산광역시 연제구 쌍미천로 5,129.0667445,35.19227973
교촌치킨연산2호점,부산광역시 연제구 중앙대로 1164,129.1033807,35.18213496
만나추어탕,부산광역시 연제구 고분로 105,129.0852596,35.19161023
맥시칸 치킨,부산광역시 연제구 과정로192번길 8,129.0798807,35.19172147
비건스토리(VEGAN STORY),부산광역시 연제구 월드컵대로145번길 24,129.0844533,35.18712856
썬더치킨(연산1호점),부산광역시 연제구 연수로 228,129.1093397,35.18436096
케이닭,부산광역시 연제구 아시아드대로 87,129.1022396,35.18543542
유엔,부산광역시 연제구 토곡로 38,129.1062779,35.18123416
불백고수락 연산점,부산광역시 연제구 거제천로 258,129.0964538,35.17322014
거제점 굽네치킨,부산광역시 연제구 중앙대로 1167,129.0826958,35.1779772
대패1900,부산광역시 연제구 고분로13번길 25,129.0857073,35.18482779
토곡점 굽네치킨,부산광역시 연제구 고분로 248,129.1093397,35.18436096
오땅,부산광역시 연제구 고분로 182,129.0859378,35.18399644
치피떡 & 혁명닭발,부산광역시 연제구 토곡남로 9,129.0982115,35.18635542
소문난 손 칼국수,부산광역시 연제구 연수로 236,129.0776361,35.18140259
연산2호점굽네치킨,부산광역시 연제구 중앙천로 35,129.0967848,35.18884717
에이스치킨,부산광역시 연제구 쌍미천로135번길 28,129.1077977,35.18238303
땅땅치킨(연산1,통닭(치킨),129.101456,35.18594734
연일 뒷통,부산광역시 연제구 고분로32번길 35,129.0858318,35.1875759
피자나라 치킨공주,부산광역시 연제구 과정로283번나길 35,129.0827489,35.19189413
맥시칸시청점,부산광역시 연제구 중앙대로 1039,129.0789394,35.19526331
멕시카나치킨 연산중앙점,부산광역시 연제구 과정로278번길 16,129.1081647,35.18434469
또래오래,부산광역시 연제구 고분로236번길 46,129.1086844,35.18380811
페리카나,부산광역시 연제구 과정로265번길 78,129.0853613,35.17697981
옛날통닭,부산광역시 연제구 고분로31번길 41,129.1073554,35.18619994
가마치 통닭 거제월드점,부산광역시 연제구 거제천로 236,129.0967336,35.18830681
맘스터치 교대점,부산광역시 연제구 교대로 7,129.0804165,35.17912431
맥주를구한피자,부산광역시 연제구 고분로 238,129.0715672,35.17908585
노랑통닭 토곡점,부산광역시 연제구 고분로242번길 13,129.108451,35.18521641
비비큐(BBQ),부산광역시 연제구 월드컵대로 27,129.0869459,35.1854927
고것참실비포차,부산광역시 연제구 과정로 166,129.0980623,35.18587003
교촌치킨(연산4호점),부산광역시 연제구 과정로 280-1,129.0794799,35.18715502
네네치킨 시청점,부산광역시 연제구 중앙대로1038번길 64,129.1149609,35.14579304
신촌곰탕,부산광역시 연제구 거제천로 51,129.1009581,35.17346768
쌀통닭(토곡점),부산광역시 연제구 고분로241번길 13,129.1074885,35.14020092
동근이숯불두마리치킨,부산광역시 연제구 쌍미천로 145,129.1180393,35.16623514
맘스터치,부산광역시 연제구 고분로143번길 3,129.1209056,35.15833952
명륜진사갈비 연산점,부산광역시 연제구 월드컵대로 156,129.1126678,35.16434668
림스치킨,부산광역시 수영구 광안해변로 122,129.0996824,35.173299
신(辛)동키닭,부산광역시 수영구 연수로275번길 6,129.1162476,35.16685561
부로이라촌,부산광역시 수영구 수영로384번길 19,129.1108702,35.16211875
디케이치킨 수영점,부산광역시 수영구 감포로 89,129.1174716,35.16886342
지코바숯불양념치킨,부산광역시 수영구 광남로 200,129.1208162,35.15822317
언니가간다 광안점,부산광역시 수영구 광서로 18,129.1077439,35.16064209
처갓집양념통닭,부산광역시 수영구 연수로263번길 4,129.1178872,35.16394703
빨간병아리,부산광역시 수영구 수영로 690-11,129.1123059,35.15631865
칠성통닭,부산광역시 수영구 광일로29번길 5,129.1182771,35.15474928
썬더치킨,부산광역시 수영구 수영로725번길 24,129.1188429,35.15439251
교촌치킨 민락점,부산광역시 수영구 광남로 196-1,129.1080369,35.13856439
처갓집양념통닭,부산광역시 수영구 광일로29번가길 55,129.1197114,35.16889679
페리카나 광안점,부산광역시 수영구 무학로33번길 55,129.1195512,35.15801854
불로만바베큐,부산광역시 수영구 호암로 5,129.1120541,35.1700581
아웃닭,부산광역시 수영구 광안로 58,129.1165273,35.17044956
미진축산 광안점,부산광역시 수영구 광안로 64,129.1200466,35.15893337
지코바숯불양념치킨,부산광역시 수영구 황령대로489번길 10,129.1206116,35.1585135
노랑통닭,부산광역시 수영구 구락로 8-4,129.117316,35.15910284
네네치킨 광안1점,부산광역시 수영구 광안로49번길 73,129.1118073,35.14146834
삐뽀,부산광역시 수영구 망미번영로52번길 62,129.1077235,35.17530784
팔도하림닭집,부산광역시 수영구 수영성로32번길 3,129.1125481,35.16200418
BHC 부산민락점,부산광역시 수영구 무학로52번길 52,129.1117297,35.16236324
썬더치킨 동방오거리점,부산광역시 수영구 광남로 199,128.9856516,35.18758654
깻잎치킨,부산광역시 수영구 수영로606번길 70,128.9854495,35.1554173
비에이치씨남천점,부산광역시 수영구 남천동로 33,129.0019375,35.15295626
교촌치킨 망미1호점,부산광역시 수영구 과정로 44-1,128.9804758,35.15527743
장수통닭,부산광역시 수영구 광일로 13-3,128.9934908,35.18484525
옛날통닭,부산광역시 수영구 광일로 22,128.9700458,35.12822024
진미통닭,부산광역시 사상구 사상로477번길 34,129.0126689,35.14834189
잉꼬양념통닭,부산광역시 사상구 새벽시장로103번길 24,128.9923556,35.13666579
맥시칸치킨,부산광역시 사상구 백양대로 458,128.9787834,35.13587492
본스치킨 감전점,부산광역시 사상구 새벽시장로 61,128.9709708,35.12851028
썬더치킨(모라점),부산광역시 사상구 모라로110번길 45,128.9835296,35.17005362
멕시카나치킨,부산광역시 사상구 낙동대로 752,128.9886828,35.17044428
엄마밥상,부산광역시 사상구 가야대로366번길 60,128.9712225,35.12937361
딜라이트푸드 학장점,부산광역시 사상구 학감대로49번길 34,128.9926456,35.19208138
부평족발,부산광역시 사상구 대동로64번길 25,128.9734507,35.12392024
굽네치킨 엄궁점,부산광역시 사상구 엄궁북로4번길 7,128.9895081,35.14345863
제이에스푸드,부산광역시 사상구 사상로292번길 22,128.9877304,35.14255373
남영통닭,부산광역시 사상구 백양대로 712,128.9773357,35.13777056
낭만오뎅빠,부산광역시 사상구 낙동대로 770,129.0062021,35.14990118
B.B.O 치킨,부산광역시 사상구 백양대로 964-1,128.9905247,35.18651914
지코바숯불양념치킨,부산광역시 사상구 엄궁남로 43,128.9836483,35.13892729
치킨아트,부산광역시 사상구 학장로216번길 26-10,128.9896571,35.1765568
페리카나치킨,부산광역시 사상구 학감대로 129,128.9788758,35.15639009
지코바숯불치킨,부산광역시 사상구 대동로 83,128.9929996,35.18508365
지코바숯불양념치킨,부산광역시 사상구 가야대로306번길 13,129.0124509,35.15022764
맥주를 구한 피자,부산광역시 사상구 모라로 99,129.0041463,35.15407371
처가집양념치킨,부산광역시 사상구 대동로 148-29,128.9756164,35.136225
지코바숯불치킨덕포점,부산광역시 사상구 덕상로 57,128.9851643,35.16361334
훼미리치킨,부산광역시 사상구 새벽시장로45번길 17,128.9802001,35.13963132
옥,부산광역시 사상구 모라로110번길 35,128.9747538,35.12830861
맥시칸치킨(주례점),부산광역시 사상구 가야대로366번길 16,129.0157011,35.15388712
불로만숯불치킨,부산광역시 사상구 양지로22번길 7,129.0044295,35.14943817
맘스터치,부산광역시 사상구 대동로 61,128.9777197,35.16433176
순곱이네(사상점),부산광역시 사상구 사상로202번길 17,128.9844403,35.1645657
금손맛집,부산광역시 사상구 대동로 117,129.0120009,35.15023141
교촌치킨 엄궁점,부산광역시 사상구 엄궁북로 39,128.9893809,35.17279122
교촌치킨,부산광역시 사상구 백양대로 328,128.9875658,35.13893143
정가득찬반찬,부산광역시 사상구 주례로10번길 128,128.9864034,35.15897005
(주)홈플러스서부산점,부산광역시 사상구 광장로 7,128.9702828,35.12785778
노가리슈퍼,부산광역시 사상구 광장로81번길 48,128.9867813,35.18838859
아웃닭 냉정점,부산광역시 사상구 주례로9번길 10,128.9823984,35.17183856
치킨플라이,부산광역시 사상구 덕상로 16,129.0047632,35.15425788
닭은쿠두마리치킨,부산광역시 사상구 학감대로 109-43,128.9924987,35.19174006
종국이두마리,부산광역시 사상구 사상로161번길 23,128.9883707,35.18907869
봉구비어,부산광역시 사상구 엄궁북로4번가길 18,128.9742211,35.13056641
뒷고기포차,부산광역시 사상구 사상로489번길 19,129.0129495,35.14884433
꾸꾸닭직불구이,부산광역시 사상구 사상로309번길 15-11,128.9922525,35.19225587
굽네치킨,부산광역시 사상구 양지로8번길 45-15,129.004731,35.14896694
네네치킨,부산광역시 사상구 백양대로 960-1,128.9835484,35.15613586
상구야치킨,부산광역시 사상구 모라로 76,128.9780991,35.16668135
구구안동찜닭,부산광역시 사상구 엄궁로 202,129.0121021,35.15041985
two our,부산광역시 사상구 가야대로366번길 49,128.9829034,35.14086234
피자에땅,부산광역시 사상구 백양대로 965,129.012709,35.14891845
승승삼겹(냉정점),부산광역시 사상구 냉정로 43,128.9897651,35.17550128
옛날 수제통닭,부산광역시 사상구 새벽로 168,128.9894471,35.17372813
빅대디치킨 사상점,부산광역시 사상구 낙동대로1210번길 34,128.9882234,35.16968184
후야쿠시,부산광역시 사상구 주례로9번길 11,128.9977063,35.15428023
굽네치킨 학장점,부산광역시 사상구 대동로 147-3,128.9870465,35.18671884
주례2호점굽네치킨,부산광역시 사상구 가야대로366번길 48,128.9734045,35.12832848
호식이두마리치킨 덕포점,부산광역시 사상구 덕상로 45,128.9886776,35.17544708
B.H.C 치킨,부산광역시 사상구 덕상로 25,128.989477,35.18704151
땅땅치킨 신라대점,부산광역시 사상구 백양대로 701-1,129.0160898,35.14808786
처갓집 양념치킨 신주례점,부산광역시 사상구 백양대로500번길 1,128.98172,35.17111394
문진옥 숯불바베큐,부산광역시 사상구 사상로 471-1,128.9883723,35.1439096
썬더치킨 엄궁점,부산광역시 사상구 엄궁북로 28,128.9855438,35.15686778
미미스시&덮밥,부산광역시 사상구 백양대로 768,129.0130173,35.14811363
신모라 주꾸미,부산광역시 사상구 모라로 87,128.9878486,35.18766777
쿡푸드,부산광역시 사상구 진사로 38,128.9852727,35.1644147
김해통닭,부산광역시 사상구 사상로285번길 20-11,129.0064997,35.14732972
명지할배통닭,부산광역시 사상구 학감대로 144,129.0081353,35.1464778
닭(선보는날)날,부산광역시 사상구 새벽시장로103번길 55,128.9718535,35.12984629
맘스터치 경남정보대점,부산광역시 사상구 가야대로366번길 65,128.9850339,35.14098924
거인포차,부산광역시 사상구 사상로 484,128.9985073,35.155166
사상바보주막,부산광역시 사상구 사상로212번길 26,128.9812614,35.16492505
처갓집양념치킨주례점,부산광역시 사상구 가야대로306번길 69,128.9810447,35.17064168
지지고 동서대점,부산광역시 사상구 주례로 77,128.9818251,35.17254631
치킨신드롬,부산광역시 사상구 낙동대로776번길 7,128.9845375,35.1644297
비비큐학장점,부산광역시 사상구 학감대로123번길 67,128.9884418,35.15962045
통통맛치킨,부산광역시 사상구 백양대로494번길 29,128.9973678,35.15442724
토담참숯닭갈비,부산광역시 사상구 사상로223번길 34,128.9883108,35.18775413
옛날통닭,부산광역시 사상구 사상로285번길 28,129.0128427,35.14996296
블루스카이,부산광역시 사상구 사상로309번길 26,129.2336034,35.26557831
동래통닭(사상점),부산광역시 사상구 사상로212번길 13,129.2153782,35.24549134
맛닭꼬 사상점,부산광역시 사상구 사상로148번길 15,129.2338172,35.26517953
디디치킨 주례점,부산광역시 사상구 백양대로504번길 1,129.2146073,35.24758124
상구야 치킨피자,부산광역시 사상구 모라로 74-1,129.2435492,35.31222963
불닭발땡초동대문엽기떡볶이주례점,부산광역시 사상구 가야대로366번길 25,129.2133531,35.24231184
치킨 신드롬 일광점,부산광역시 기장군 일광읍 일광로 104,129.2147119,35.24795876
지금먹고싶다,부산광역시 기장군 기장읍 차성동로87번길 23,129.214117,35.24049243
토비야,부산광역시 기장군 일광읍 삼성2길 6,129.214358,35.24044494
개구리,부산광역시 기장군 기장읍 차성로338번길 14,129.1865327,35.32352036
처갓집양념치킨,부산광역시 기장군 장안읍 좌천로 45,129.2129514,35.24116213
문진옥숯불치킨,부산광역시 기장군 기장읍 차성로 277,129.2161623,35.2479622
비에이치씨치킨,부산광역시 기장군 기장읍 차성로344번길 14,129.2140646,35.24949758
호식이두마리치킨 기장1호점,부산광역시 기장군 기장읍 대청로35번길 49,129.1802293,35.32643943
맥시칸치킨,부산광역시 기장군 기장읍 대청로35번길 60,129.1805299,35.32064077
피자나라 치킨공주 정관점,부산광역시 기장군 정관읍 방곡5로 28-6,129.2170539,35.24292362
또래오래 기장점,부산광역시 기장군 기장읍 차성남로 44,129.1702307,35.32865494
친친반점,부산광역시 기장군 기장읍 차성로344번길 42,129.1797998,35.32639856
탕슈마미,부산광역시 기장군 기장읍 차성로 358,129.1825844,35.31974636
상문이숯불두마리치킨,부산광역시 기장군 정관읍 가동길 8-21,129.2834381,35.32922634
오븐에 꾸운 닭,부산광역시 기장군 정관읍 구연3로 3-56,129.1810337,35.32050064
처갓집치킨,부산광역시 기장군 기장읍 차성로288번길 66,129.1756324,35.3219144
처갓집양념치킨 정관롯데캐슬점,부산광역시 기장군 정관읍 정관3로 52,129.2834542,35.3267655
비에이치씨 치킨,부산광역시 기장군 정관읍 가동길 10,129.1837238,35.32096104
거기치킨,부산광역시 기장군 정관읍 구연2로 28,129.1816774,35.3216571
처갓집양념통닭,부산광역시 기장군 장안읍 길천1길 6,129.2430753,35.3121624
노랑통닭 정관점,부산광역시 기장군 정관읍 구연3로 5,129.1701897,35.33572197
무봤나촌닭 정관점,부산광역시 기장군 정관읍 정관로 563,129.1716372,35.33084962
호식이두마리치킨&호프(고리점),부산광역시 기장군 장안읍 길천길 41-1,129.18044,35.31824404
네네치킨 정관신도시점,부산광역시 기장군 정관읍 구연로 42,129.1632045,35.33953009
교촌치킨 정관1호점,부산광역시 기장군 정관읍 구연로 22,129.1702888,35.32505796
풍기통닭,부산광역시 기장군 장안읍 좌천5길 7,129.2114283,35.24512538
떡군이네 떡볶이 정관점,부산광역시 기장군 정관읍 모전2길 22,129.1848319,35.31851651
쿤달리숯불치킨,부산광역시 기장군 정관읍 용수로 108,129.1687741,35.2412368
멕시카나,부산광역시 기장군 정관읍 산단1로 124,129.2178942,35.24768337
치킨신드롬(정관점),부산광역시 기장군 정관읍 정관1로 18,129.1753587,35.3204839
땅땅치킨(정관1호점),부산광역시 기장군 정관읍 정관4로 24,129.2106592,35.23774189
영계언니,부산광역시 기장군 기장읍 읍내로 66,129.2114283,35.24512538
삼파통닭맥주,부산광역시 기장군 정관읍 산단2로 60,129.1848319,35.31851651
노닭거리,부산광역시 기장군 철마면 고촌로44번길 16,129.1687741,35.2412368
꾼닭(기장점),부산광역시 기장군 기장읍 차성동로 110-17,129.2178942,35.24768337
치킨신드롬 정관신도시점,부산광역시 기장군 정관읍 정관6로 5-20,129.1753587,35.3204839
딜라이트푸드,부산광역시 기장군 기장읍 대청로 6,129.2106592,35.23774189
